Year,State,Cases,Disease,Population,Population Density
2003,Illinois,48294,Chlamydia,12419293.0,223.7
2004,Illinois,47185,Chlamydia,12419293.0,223.7
2005,Illinois,50559,Chlamydia,12419293.0,223.7
2006,Illinois,53586,Chlamydia,12419293.0,223.7
2007,Illinois,55470,Chlamydia,12419293.0,223.7
2008,Illinois,59169,Chlamydia,12419293.0,223.7
2009,Illinois,60542,Chlamydia,12419293.0,223.7
2010,Illinois,60672,Chlamydia,12830632.0,231.1
2011,Illinois,64939,Chlamydia,12830632.0,231.1
2012,Illinois,67701,Chlamydia,12830632.0,231.1
2013,Illinois,63797,Chlamydia,12830632.0,231.1
2014,Illinois,66536,Chlamydia,12830632.0,231.1
2015,Illinois,69610,Chlamydia,12830632.0,231.1
2016,Illinois,72201,Chlamydia,12830632.0,231.1
2017,Illinois,75518,Chlamydia,12830632.0,231.1
2018,Illinois,77325,Chlamydia,12830632.0,231.1
2019,Illinois,81012,Chlamydia,12830632.0,231.1
2020,Illinois,68716,Chlamydia,12812508.0,230.8
2021,Illinois,71836,Chlamydia,12812508.0,230.8
2022,Illinois,71564,Chlamydia,12812508.0,230.8
2023,Illinois,69992,Chlamydia,12812508.0,230.8
2000,Indiana,14063,Chlamydia,6080485.0,169.7
2001,Indiana,15258,Chlamydia,6080485.0,169.7
2002,Indiana,17100,Chlamydia,6080485.0,169.7
2003,Indiana,17075,Chlamydia,6080485.0,169.7
2004,Indiana,18440,Chlamydia,6080485.0,169.7
2005,Indiana,20063,Chlamydia,6080485.0,169.7
2006,Indiana,19859,Chlamydia,6080485.0,169.7
2007,Indiana,20712,Chlamydia,6080485.0,169.7
2008,Indiana,22154,Chlamydia,6080485.0,169.7
2009,Indiana,21732,Chlamydia,6080485.0,169.7
2010,Indiana,22825,Chlamydia,6483802.0,181.0
2011,Indiana,27801,Chlamydia,6483802.0,181.0
2012,Indiana,29505,Chlamydia,6483802.0,181.0
2013,Indiana,28023,Chlamydia,6483802.0,181.0
2014,Indiana,28519,Chlamydia,6483802.0,181.0
2015,Indiana,28886,Chlamydia,6483802.0,181.0
2016,Indiana,30847,Chlamydia,6483802.0,181.0
2017,Indiana,34278,Chlamydia,6483802.0,181.0
2018,Indiana,34926,Chlamydia,6483802.0,181.0
2019,Indiana,35430,Chlamydia,6483802.0,181.0
2020,Indiana,33372,Chlamydia,6785528.0,189.4
2021,Indiana,34755,Chlamydia,6785528.0,189.4
2022,Indiana,33834,Chlamydia,6785528.0,189.4
2023,Indiana,33693,Chlamydia,6785528.0,189.4
2000,Iowa,5987,Chlamydia,2926324.0,52.4
2001,Iowa,5699,Chlamydia,2926324.0,52.4
2002,Iowa,6195,Chlamydia,2926324.0,52.4
2003,Iowa,6491,Chlamydia,2926324.0,52.4
2004,Iowa,6956,Chlamydia,2926324.0,52.4
2005,Iowa,7390,Chlamydia,2926324.0,52.4
2006,Iowa,8390,Chlamydia,2926324.0,52.4
2007,Iowa,8643,Chlamydia,2926324.0,52.4
2008,Iowa,9372,Chlamydia,2926324.0,52.4
2009,Iowa,9406,Chlamydia,2926324.0,52.4
2010,Iowa,10542,Chlamydia,3046355.0,54.5
2011,Iowa,10705,Chlamydia,3046355.0,54.5
2012,Iowa,11377,Chlamydia,3046355.0,54.5
2013,Iowa,10953,Chlamydia,3046355.0,54.5
2014,Iowa,11804,Chlamydia,3046355.0,54.5
2015,Iowa,12085,Chlamydia,3046355.0,54.5
2016,Iowa,12983,Chlamydia,3046355.0,54.5
2017,Iowa,13893,Chlamydia,3046355.0,54.5
2018,Iowa,14682,Chlamydia,3046355.0,54.5
2019,Iowa,16044,Chlamydia,3046355.0,54.5
2020,Iowa,15097,Chlamydia,3190369.0,57.1
2021,Iowa,15620,Chlamydia,3190369.0,57.1
2022,Iowa,14634,Chlamydia,3190369.0,57.1
2023,Iowa,13687,Chlamydia,3190369.0,57.1
2000,Kansas,6056,Chlamydia,2688418.0,32.9
2001,Kansas,6050,Chlamydia,2688418.0,32.9
2002,Kansas,6784,Chlamydia,2688418.0,32.9
2003,Kansas,7249,Chlamydia,2688418.0,32.9
2004,Kansas,7493,Chlamydia,2688418.0,32.9
2005,Kansas,7419,Chlamydia,2688418.0,32.9
2006,Kansas,7829,Chlamydia,2688418.0,32.9
2007,Kansas,8180,Chlamydia,2688418.0,32.9
2008,Kansas,9208,Chlamydia,2688418.0,32.9
2009,Kansas,10510,Chlamydia,2688418.0,32.9
2010,Kansas,9601,Chlamydia,2853118.0,34.9
2011,Kansas,10598,Chlamydia,2853118.0,34.9
2012,Kansas,11135,Chlamydia,2853118.0,34.9
2013,Kansas,11012,Chlamydia,2853118.0,34.9
2014,Kansas,11116,Chlamydia,2853118.0,34.9
2015,Kansas,11464,Chlamydia,2853118.0,34.9
2016,Kansas,12160,Chlamydia,2853118.0,34.9
2017,Kansas,13554,Chlamydia,2853118.0,34.9
2018,Kansas,14231,Chlamydia,2853118.0,34.9
2019,Kansas,15286,Chlamydia,2853118.0,34.9
2020,Kansas,14620,Chlamydia,2937880.0,35.9
2021,Kansas,14851,Chlamydia,2937880.0,35.9
2022,Kansas,13935,Chlamydia,2937880.0,35.9
2023,Kansas,13345,Chlamydia,2937880.0,35.9
2000,Kentucky,8063,Chlamydia,4041769.0,102.4
2001,Kentucky,8881,Chlamydia,4041769.0,102.4
2002,Kentucky,8756,Chlamydia,4041769.0,102.4
2003,Kentucky,7981,Chlamydia,4041769.0,102.4
2004,Kentucky,6470,Chlamydia,4041769.0,102.4
2005,Kentucky,8351,Chlamydia,4041769.0,102.4
2006,Kentucky,8940,Chlamydia,4041769.0,102.4
2007,Kentucky,8798,Chlamydia,4041769.0,102.4
2008,Kentucky,12163,Chlamydia,4041769.0,102.4
2009,Kentucky,13293,Chlamydia,4041769.0,102.4
2010,Kentucky,16376,Chlamydia,4339367.0,109.9
2011,Kentucky,16629,Chlamydia,4339367.0,109.9
2012,Kentucky,17273,Chlamydia,4339367.0,109.9
2013,Kentucky,17134,Chlamydia,4339367.0,109.9
2014,Kentucky,17664,Chlamydia,4339367.0,109.9
2015,Kentucky,17444,Chlamydia,4339367.0,109.9
2016,Kentucky,18286,Chlamydia,4339367.0,109.9
2017,Kentucky,19320,Chlamydia,4339367.0,109.9
2018,Kentucky,19440,Chlamydia,4339367.0,109.9
2019,Kentucky,20911,Chlamydia,4339367.0,109.9
2020,Kentucky,18750,Chlamydia,4505836.0,114.1
2021,Kentucky,18500,Chlamydia,4505836.0,114.1
2022,Kentucky,18358,Chlamydia,4505836.0,114.1
2023,Kentucky,17284,Chlamydia,4505836.0,114.1
2000,Louisiana,18088,Chlamydia,4468976.0,103.4
2001,Louisiana,17926,Chlamydia,4468976.0,103.4
2002,Louisiana,18442,Chlamydia,4468976.0,103.4
2003,Louisiana,20970,Chlamydia,4468976.0,103.4
2004,Louisiana,21837,Chlamydia,4468976.0,103.4
2005,Louisiana,17227,Chlamydia,4468976.0,103.4
2006,Louisiana,17885,Chlamydia,4468976.0,103.4
2007,Louisiana,19362,Chlamydia,4468976.0,103.4
2008,Louisiana,22659,Chlamydia,4468976.0,103.4
2009,Louisiana,27628,Chlamydia,4468976.0,103.4
2010,Louisiana,29151,Chlamydia,4533372.0,104.9
2011,Louisiana,31614,Chlamydia,4533372.0,104.9
2012,Louisiana,27353,Chlamydia,4533372.0,104.9
2013,Louisiana,28739,Chlamydia,4533372.0,104.9
2014,Louisiana,28955,Chlamydia,4533372.0,104.9
2015,Louisiana,32325,Chlamydia,4533372.0,104.9
2016,Louisiana,31727,Chlamydia,4533372.0,104.9
2017,Louisiana,34756,Chlamydia,4533372.0,104.9
2018,Louisiana,36293,Chlamydia,4533372.0,104.9
2019,Louisiana,36131,Chlamydia,4533372.0,104.9
2020,Louisiana,32997,Chlamydia,4657757.0,107.8
2021,Louisiana,33759,Chlamydia,4657757.0,107.8
2022,Louisiana,36200,Chlamydia,4657757.0,107.8
2023,Louisiana,36242,Chlamydia,4657757.0,107.8
2000,Maine,1474,Chlamydia,1274923.0,41.3
2001,Maine,1338,Chlamydia,1274923.0,41.3
2002,Maine,1805,Chlamydia,1274923.0,41.3
2003,Maine,2030,Chlamydia,1274923.0,41.3
2004,Maine,2113,Chlamydia,1274923.0,41.3
2005,Maine,2254,Chlamydia,1274923.0,41.3
2006,Maine,2306,Chlamydia,1274923.0,41.3
2007,Maine,2541,Chlamydia,1274923.0,41.3
2008,Maine,2608,Chlamydia,1274923.0,41.3
2009,Maine,2431,Chlamydia,1274923.0,41.3
2010,Maine,2586,Chlamydia,1328361.0,43.1
2011,Maine,3094,Chlamydia,1328361.0,43.1
2012,Maine,3413,Chlamydia,1328361.0,43.1
2013,Maine,3438,Chlamydia,1328361.0,43.1
2014,Maine,3530,Chlamydia,1328361.0,43.1
2015,Maine,3965,Chlamydia,1328361.0,43.1
2016,Maine,4156,Chlamydia,1328361.0,43.1
2017,Maine,4555,Chlamydia,1328361.0,43.1
2018,Maine,4345,Chlamydia,1328361.0,43.1
2019,Maine,3989,Chlamydia,1328361.0,43.1
2020,Maine,3466,Chlamydia,1362359.0,44.2
2021,Maine,3372,Chlamydia,1362359.0,44.2
2022,Maine,3128,Chlamydia,1362359.0,44.2
2023,Maine,3034,Chlamydia,1362359.0,44.2
2000,Maryland,14533,Chlamydia,5296486.0,545.6
2001,Maryland,15640,Chlamydia,5296486.0,545.6
2002,Maryland,16891,Chlamydia,5296486.0,545.6
2003,Maryland,16831,Chlamydia,5296486.0,545.6
2004,Maryland,19952,Chlamydia,5296486.0,545.6
2005,Maryland,18291,Chlamydia,5296486.0,545.6
2006,Maryland,21859,Chlamydia,5296486.0,545.6
2007,Maryland,23150,Chlamydia,5296486.0,545.6
2008,Maryland,24669,Chlamydia,5296486.0,545.6
2009,Maryland,23747,Chlamydia,5296486.0,545.6
2010,Maryland,26192,Chlamydia,5773552.0,594.8
2011,Maryland,27212,Chlamydia,5773552.0,594.8
2012,Maryland,26534,Chlamydia,5773552.0,594.8
2013,Maryland,26723,Chlamydia,5773552.0,594.8
2014,Maryland,27424,Chlamydia,5773552.0,594.8
2015,Maryland,27450,Chlamydia,5773552.0,594.8
2016,Maryland,30658,Chlamydia,5773552.0,594.8
2017,Maryland,33416,Chlamydia,5773552.0,594.8
2018,Maryland,35482,Chlamydia,5773552.0,594.8
2019,Maryland,37779,Chlamydia,5773552.0,594.8
2020,Maryland,32398,Chlamydia,6177224.0,636.1
2021,Maryland,31035,Chlamydia,6177224.0,636.1
2022,Maryland,31234,Chlamydia,6177224.0,636.1
2023,Maryland,35836,Chlamydia,6177224.0,636.1
2000,Massachusetts,10073,Chlamydia,6349097.0,814.0
2001,Massachusetts,10402,Chlamydia,6349097.0,814.0
2002,Massachusetts,10914,Chlamydia,6349097.0,814.0
2003,Massachusetts,11301,Chlamydia,6349097.0,814.0
2004,Massachusetts,13242,Chlamydia,6349097.0,814.0
2005,Massachusetts,14411,Chlamydia,6349097.0,814.0
2006,Massachusetts,15394,Chlamydia,6349097.0,814.0
2007,Massachusetts,16145,Chlamydia,6349097.0,814.0
2008,Massachusetts,17503,Chlamydia,6349097.0,814.0
2009,Massachusetts,19315,Chlamydia,6349097.0,814.0
2010,Massachusetts,21080,Chlamydia,6547629.0,839.4
2011,Massachusetts,22764,Chlamydia,6547629.0,839.4
2012,Massachusetts,23550,Chlamydia,6547629.0,839.4
2013,Massachusetts,23210,Chlamydia,6547629.0,839.4
2014,Massachusetts,21271,Chlamydia,6547629.0,839.4
2015,Massachusetts,24100,Chlamydia,6547629.0,839.4
2016,Massachusetts,26807,Chlamydia,6547629.0,839.4
2017,Massachusetts,29315,Chlamydia,6547629.0,839.4
2018,Massachusetts,30460,Chlamydia,6547629.0,839.4
2019,Massachusetts,31622,Chlamydia,6547629.0,839.4
2020,Massachusetts,24901,Chlamydia,7029917.0,901.2
2021,Massachusetts,26950,Chlamydia,7029917.0,901.2
2022,Massachusetts,28373,Chlamydia,7029917.0,901.2
2023,Massachusetts,28895,Chlamydia,7029917.0,901.2
2000,Michigan,26237,Chlamydia,9938444.0,175.8
2001,Michigan,31090,Chlamydia,9938444.0,175.8
2002,Michigan,32272,Chlamydia,9938444.0,175.8
2003,Michigan,32572,Chlamydia,9938444.0,175.8
2004,Michigan,41246,Chlamydia,9938444.0,175.8
2005,Michigan,38730,Chlamydia,9938444.0,175.8
2006,Michigan,36753,Chlamydia,9938444.0,175.8
2007,Michigan,37353,Chlamydia,9938444.0,175.8
2008,Michigan,44923,Chlamydia,9938444.0,175.8
2009,Michigan,45714,Chlamydia,9938444.0,175.8
2010,Michigan,49478,Chlamydia,9883640.0,174.8
2011,Michigan,49568,Chlamydia,9883640.0,174.8
2012,Michigan,47566,Chlamydia,9883640.0,174.8
2013,Michigan,44835,Chlamydia,9883640.0,174.8
2014,Michigan,44256,Chlamydia,9883640.0,174.8
2015,Michigan,46486,Chlamydia,9883640.0,174.8
2016,Michigan,45936,Chlamydia,9883640.0,174.8
2017,Michigan,50595,Chlamydia,9883640.0,174.8
2018,Michigan,50592,Chlamydia,9883640.0,174.8
2019,Michigan,50104,Chlamydia,9883640.0,174.8
2020,Michigan,44769,Chlamydia,10077331.0,178.0
2021,Michigan,45473,Chlamydia,10077331.0,178.0
2022,Michigan,42977,Chlamydia,10077331.0,178.0
2023,Michigan,43115,Chlamydia,10077331.0,178.0
2000,Minnesota,8102,Chlamydia,4919479.0,61.8
2001,Minnesota,8323,Chlamydia,4919479.0,61.8
2002,Minnesota,10107,Chlamydia,4919479.0,61.8
2003,Minnesota,10714,Chlamydia,4919479.0,61.8
2004,Minnesota,11602,Chlamydia,4919479.0,61.8
2005,Minnesota,12189,Chlamydia,4919479.0,61.8
2006,Minnesota,12935,Chlamydia,4919479.0,61.8
2007,Minnesota,13413,Chlamydia,4919479.0,61.8
2008,Minnesota,14351,Chlamydia,4919479.0,61.8
2009,Minnesota,14197,Chlamydia,4919479.0,61.8
2010,Minnesota,15294,Chlamydia,5303925.0,66.6
2011,Minnesota,16902,Chlamydia,5303925.0,66.6
2012,Minnesota,18056,Chlamydia,5303925.0,66.6
2013,Minnesota,18742,Chlamydia,5303925.0,66.6
2014,Minnesota,19907,Chlamydia,5303925.0,66.6
2015,Minnesota,21243,Chlamydia,5303925.0,66.6
2016,Minnesota,22685,Chlamydia,5303925.0,66.6
2017,Minnesota,23539,Chlamydia,5303925.0,66.6
2018,Minnesota,23569,Chlamydia,5303925.0,66.6
2019,Minnesota,24470,Chlamydia,5303925.0,66.6
2020,Minnesota,22114,Chlamydia,5706494.0,71.7
2021,Minnesota,22573,Chlamydia,5706494.0,71.7
2022,Minnesota,22072,Chlamydia,5706494.0,71.7
2023,Minnesota,21777,Chlamydia,5706494.0,71.7
2000,Mississippi,12697,Chlamydia,2844658.0,60.6
2001,Mississippi,11793,Chlamydia,2844658.0,60.6
2002,Mississippi,11800,Chlamydia,2844658.0,60.6
2003,Mississippi,12193,Chlamydia,2844658.0,60.6
2004,Mississippi,18863,Chlamydia,2844658.0,60.6
2005,Mississippi,21268,Chlamydia,2844658.0,60.6
2006,Mississippi,19002,Chlamydia,2844658.0,60.6
2007,Mississippi,21686,Chlamydia,2844658.0,60.6
2008,Mississippi,21253,Chlamydia,2844658.0,60.6
2009,Mississippi,23589,Chlamydia,2844658.0,60.6
2010,Mississippi,21417,Chlamydia,2967297.0,63.2
2011,Mississippi,21216,Chlamydia,2967297.0,63.2
2012,Mississippi,23054,Chlamydia,2967297.0,63.2
2013,Mississippi,17464,Chlamydia,2967297.0,63.2
2014,Mississippi,19605,Chlamydia,2967297.0,63.2
2015,Mississippi,17371,Chlamydia,2967297.0,63.2
2016,Mississippi,20112,Chlamydia,2967297.0,63.2
2017,Mississippi,21149,Chlamydia,2967297.0,63.2
2018,Mississippi,22086,Chlamydia,2967297.0,63.2
2019,Mississippi,25303,Chlamydia,2967297.0,63.2
2020,Mississippi,23919,Chlamydia,2961279.0,63.1
2021,Mississippi,22126,Chlamydia,2961279.0,63.1
2022,Mississippi,22968,Chlamydia,2961279.0,63.1
2023,Mississippi,20603,Chlamydia,2961279.0,63.1
2000,Missouri,13448,Chlamydia,5595211.0,81.4
2001,Missouri,13949,Chlamydia,5595211.0,81.4
2002,Missouri,16181,Chlamydia,5595211.0,81.4
2003,Missouri,18570,Chlamydia,5595211.0,81.4
2004,Missouri,21319,Chlamydia,5595211.0,81.4
2005,Missouri,22371,Chlamydia,5595211.0,81.4
2006,Missouri,22982,Chlamydia,5595211.0,81.4
2007,Missouri,23308,Chlamydia,5595211.0,81.4
2008,Missouri,24817,Chlamydia,5595211.0,81.4
2009,Missouri,25868,Chlamydia,5595211.0,81.4
2010,Missouri,26049,Chlamydia,5988927.0,87.1
2011,Missouri,27887,Chlamydia,5988927.0,87.1
2012,Missouri,27835,Chlamydia,5988927.0,87.1
2013,Missouri,27328,Chlamydia,5988927.0,87.1
2014,Missouri,27981,Chlamydia,5988927.0,87.1
2015,Missouri,28948,Chlamydia,5988927.0,87.1
2016,Missouri,30843,Chlamydia,5988927.0,87.1
2017,Missouri,32683,Chlamydia,5988927.0,87.1
2018,Missouri,34728,Chlamydia,5988927.0,87.1
2019,Missouri,34416,Chlamydia,5988927.0,87.1
2020,Missouri,31815,Chlamydia,6154913.0,89.5
2021,Missouri,31915,Chlamydia,6154913.0,89.5
2022,Missouri,32346,Chlamydia,6154913.0,89.5
2023,Missouri,30892,Chlamydia,6154913.0,89.5
2000,Montana,1469,Chlamydia,902195.0,6.2
2001,Montana,1897,Chlamydia,902195.0,6.2
2002,Montana,2475,Chlamydia,902195.0,6.2
2003,Montana,2547,Chlamydia,902195.0,6.2
2004,Montana,2608,Chlamydia,902195.0,6.2
2005,Montana,2400,Chlamydia,902195.0,6.2
2006,Montana,2650,Chlamydia,902195.0,6.2
2007,Montana,2748,Chlamydia,902195.0,6.2
2008,Montana,3101,Chlamydia,902195.0,6.2
2009,Montana,2988,Chlamydia,902195.0,6.2
2010,Montana,3082,Chlamydia,989415.0,6.8
2011,Montana,3406,Chlamydia,989415.0,6.8
2012,Montana,3827,Chlamydia,989415.0,6.8
2013,Montana,3818,Chlamydia,989415.0,6.8
2014,Montana,4193,Chlamydia,989415.0,6.8
2015,Montana,4184,Chlamydia,989415.0,6.8
2016,Montana,4416,Chlamydia,989415.0,6.8
2017,Montana,4560,Chlamydia,989415.0,6.8
2018,Montana,4917,Chlamydia,989415.0,6.8
2019,Montana,4753,Chlamydia,989415.0,6.8
2020,Montana,4133,Chlamydia,1084225.0,7.4
2021,Montana,4029,Chlamydia,1084225.0,7.4
2022,Montana,4089,Chlamydia,1084225.0,7.4
2023,Montana,3655,Chlamydia,1084225.0,7.4
2000,Nebraska,3791,Chlamydia,1711263.0,22.3
2001,Nebraska,3206,Chlamydia,1711263.0,22.3
2002,Nebraska,4779,Chlamydia,1711263.0,22.3
2003,Nebraska,4739,Chlamydia,1711263.0,22.3
2004,Nebraska,5238,Chlamydia,1711263.0,22.3
2005,Nebraska,5098,Chlamydia,1711263.0,22.3
2006,Nebraska,5428,Chlamydia,1711263.0,22.3
2007,Nebraska,5132,Chlamydia,1711263.0,22.3
2008,Nebraska,5573,Chlamydia,1711263.0,22.3
2009,Nebraska,5443,Chlamydia,1711263.0,22.3
2010,Nebraska,5114,Chlamydia,1826341.0,23.8
2011,Nebraska,6780,Chlamydia,1826341.0,23.8
2012,Nebraska,6748,Chlamydia,1826341.0,23.8
2013,Nebraska,7301,Chlamydia,1826341.0,23.8
2014,Nebraska,7499,Chlamydia,1826341.0,23.8
2015,Nebraska,7956,Chlamydia,1826341.0,23.8
2016,Nebraska,8197,Chlamydia,1826341.0,23.8
2017,Nebraska,8595,Chlamydia,1826341.0,23.8
2018,Nebraska,8026,Chlamydia,1826341.0,23.8
2019,Nebraska,9291,Chlamydia,1826341.0,23.8
2020,Nebraska,8844,Chlamydia,1961504.0,25.5
2021,Nebraska,8897,Chlamydia,1961504.0,25.5
2022,Nebraska,9627,Chlamydia,1961504.0,25.5
2023,Nebraska,9274,Chlamydia,1961504.0,25.5
2000,Nevada,4019,Chlamydia,1998257.0,18.2
2001,Nevada,4831,Chlamydia,1998257.0,18.2
2002,Nevada,5936,Chlamydia,1998257.0,18.2
2003,Nevada,5830,Chlamydia,1998257.0,18.2
2004,Nevada,6690,Chlamydia,1998257.0,18.2
2005,Nevada,7321,Chlamydia,1998257.0,18.2
2006,Nevada,8398,Chlamydia,1998257.0,18.2
2007,Nevada,9514,Chlamydia,1998257.0,18.2
2008,Nevada,9670,Chlamydia,1998257.0,18.2
2009,Nevada,10045,Chlamydia,1998257.0,18.2
2010,Nevada,9666,Chlamydia,2700551.0,24.6
2011,Nevada,10507,Chlamydia,2700551.0,24.6
2012,Nevada,11137,Chlamydia,2700551.0,24.6
2013,Nevada,11781,Chlamydia,2700551.0,24.6
2014,Nevada,11841,Chlamydia,2700551.0,24.6
2015,Nevada,12925,Chlamydia,2700551.0,24.6
2016,Nevada,14649,Chlamydia,2700551.0,24.6
2017,Nevada,16260,Chlamydia,2700551.0,24.6
2018,Nevada,17508,Chlamydia,2700551.0,24.6
2019,Nevada,17827,Chlamydia,2700551.0,24.6
2020,Nevada,14739,Chlamydia,3104614.0,28.3
2021,Nevada,16348,Chlamydia,3104614.0,28.3
2022,Nevada,16189,Chlamydia,3104614.0,28.3
2023,Nevada,15766,Chlamydia,3104614.0,28.3
2000,New Hampshire,1130,Chlamydia,1235786.0,138.0
2001,New Hampshire,1383,Chlamydia,1235786.0,138.0
2002,New Hampshire,1557,Chlamydia,1235786.0,138.0
2003,New Hampshire,1616,Chlamydia,1235786.0,138.0
2004,New Hampshire,1736,Chlamydia,1235786.0,138.0
2005,New Hampshire,1842,Chlamydia,1235786.0,138.0
2006,New Hampshire,1997,Chlamydia,1235786.0,138.0
2007,New Hampshire,2055,Chlamydia,1235786.0,138.0
2008,New Hampshire,2109,Chlamydia,1235786.0,138.0
2009,New Hampshire,2102,Chlamydia,1235786.0,138.0
2010,New Hampshire,2462,Chlamydia,1316470.0,147.0
2011,New Hampshire,3010,Chlamydia,1316470.0,147.0
2012,New Hampshire,3072,Chlamydia,1316470.0,147.0
2013,New Hampshire,3119,Chlamydia,1316470.0,147.0
2014,New Hampshire,3586,Chlamydia,1316470.0,147.0
2015,New Hampshire,3095,Chlamydia,1316470.0,147.0
2016,New Hampshire,3467,Chlamydia,1316470.0,147.0
2017,New Hampshire,4412,Chlamydia,1316470.0,147.0
2018,New Hampshire,3734,Chlamydia,1316470.0,147.0
2019,New Hampshire,3577,Chlamydia,1316470.0,147.0
2020,New Hampshire,2931,Chlamydia,1377529.0,153.8
2021,New Hampshire,3027,Chlamydia,1377529.0,153.8
2022,New Hampshire,2830,Chlamydia,1377529.0,153.8
2023,New Hampshire,2756,Chlamydia,1377529.0,153.8
2000,New Jersey,10814,Chlamydia,8414350.0,1144.2
2001,New Jersey,16312,Chlamydia,8414350.0,1144.2
2002,New Jersey,14164,Chlamydia,8414350.0,1144.2
2003,New Jersey,16169,Chlamydia,8414350.0,1144.2
2004,New Jersey,17448,Chlamydia,8414350.0,1144.2
2005,New Jersey,19152,Chlamydia,8414350.0,1144.2
2006,New Jersey,20194,Chlamydia,8414350.0,1144.2
2007,New Jersey,21536,Chlamydia,8414350.0,1144.2
2008,New Jersey,22405,Chlamydia,8414350.0,1144.2
2009,New Jersey,23974,Chlamydia,8414350.0,1144.2
2010,New Jersey,26142,Chlamydia,8791894.0,1195.5
2011,New Jersey,26209,Chlamydia,8791894.0,1195.5
2012,New Jersey,27271,Chlamydia,8791894.0,1195.5
2013,New Jersey,28327,Chlamydia,8791894.0,1195.5
2014,New Jersey,29904,Chlamydia,8791894.0,1195.5
2015,New Jersey,31337,Chlamydia,8791894.0,1195.5
2016,New Jersey,34519,Chlamydia,8791894.0,1195.5
2017,New Jersey,35239,Chlamydia,8791894.0,1195.5
2018,New Jersey,36514,Chlamydia,8791894.0,1195.5
2019,New Jersey,37591,Chlamydia,8791894.0,1195.5
2020,New Jersey,31649,Chlamydia,9288994.0,1263.0
2021,New Jersey,33425,Chlamydia,9288994.0,1263.0
2022,New Jersey,33147,Chlamydia,9288994.0,1263.0
2023,New Jersey,35689,Chlamydia,9288994.0,1263.0
2000,New Mexico,5204,Chlamydia,1819046.0,15.0
2001,New Mexico,6254,Chlamydia,1819046.0,15.0
2002,New Mexico,7417,Chlamydia,1819046.0,15.0
2003,New Mexico,7480,Chlamydia,1819046.0,15.0
2004,New Mexico,9035,Chlamydia,1819046.0,15.0
2005,New Mexico,8456,Chlamydia,1819046.0,15.0
2006,New Mexico,9829,Chlamydia,1819046.0,15.0
2007,New Mexico,9460,Chlamydia,1819046.0,15.0
2008,New Mexico,9262,Chlamydia,1819046.0,15.0
2009,New Mexico,9493,Chlamydia,1819046.0,15.0
2010,New Mexico,11706,Chlamydia,2059179.0,17.0
2011,New Mexico,11374,Chlamydia,2059179.0,17.0
2012,New Mexico,11898,Chlamydia,2059179.0,17.0
2013,New Mexico,12249,Chlamydia,2059179.0,17.0
2014,New Mexico,11558,Chlamydia,2059179.0,17.0
2015,New Mexico,12632,Chlamydia,2059179.0,17.0
2016,New Mexico,13108,Chlamydia,2059179.0,17.0
2017,New Mexico,13560,Chlamydia,2059179.0,17.0
2018,New Mexico,14000,Chlamydia,2059179.0,17.0
2019,New Mexico,14283,Chlamydia,2059179.0,17.0
2020,New Mexico,12084,Chlamydia,2117522.0,17.5
2021,New Mexico,12441,Chlamydia,2117522.0,17.5
2022,New Mexico,11172,Chlamydia,2117522.0,17.5
2023,New Mexico,11071,Chlamydia,2117522.0,17.5
2000,New York,31448,Chlamydia,18976457.0,402.7
2001,New York,46265,Chlamydia,18976457.0,402.7
2002,New York,51123,Chlamydia,18976457.0,402.7
2003,New York,57222,Chlamydia,18976457.0,402.7
2004,New York,59097,Chlamydia,18976457.0,402.7
